subject,detail,verification_status,official_check_url,browser_prompt,notes
HMRC,HMRC can apply to restore a company to the register for up to 20 years if tax is owed.,manual_review,,Confirm against an authoritative UK source (GOV.UK / The Insolvency Service / legislation.gov.uk / Companies House): HMRC can apply to restore a company to the register for up to 20 years if tax is owed.. Return the exact quote and the official URL.,skipped: per-run verification budget reached
The Insolvency Service,"The Insolvency Service can investigate directors of dissolved companies without restoration, as of February 2022.",manual_review,,"Confirm against an authoritative UK source (GOV.UK / The Insolvency Service / legislation.gov.uk / Companies House): The Insolvency Service can investigate directors of dissolved companies without restoration, as of February 2022.. Return the exact quote and the official URL.",skipped: per-run verification budget reached
Members' Voluntary Liquidation,Section 239 of the Insolvency Act 1986 allows liquidators to apply to reverse transactions where one creditor was unfairly preferred.,manual_review,,Confirm against an authoritative UK source (GOV.UK / The Insolvency Service / legislation.gov.uk / Companies House): Section 239 of the Insolvency Act 1986 allows liquidators to apply to reverse transactions where one creditor was unfairly preferred.. Return the exact quote and the official URL.,skipped: per-run verification budget reached
Members' Voluntary Liquidation,"Challenging preferences under Section 239 Insolvency Act 1986 has a two-year relevant time window for connected parties (e.g., directors) and six months for unconnected parties.",manual_review,,"Confirm against an authoritative UK source (GOV.UK / The Insolvency Service / legislation.gov.uk / Companies House): Challenging preferences under Section 239 Insolvency Act 1986 has a two-year relevant time window for connected parties (e.g., directors) and six months for unconnected parties.. Return the exact quote and the official URL.",skipped: per-run verification budget reached
General,"Wrongful trading, as defined by Section 214 of the Insolvency Act 1986, occurs when directors continue trading when they knew or ought to have known the company could not avoid insolvent liquidation.",manual_review,,"Confirm against an authoritative UK source (GOV.UK / The Insolvency Service / legislation.gov.uk / Companies House): Wrongful trading, as defined by Section 214 of the Insolvency Act 1986, occurs when directors continue trading when they knew or ought to have known the company could not avoid insolvent liquidation.. Return the exact quote and the official URL.",skipped: per-run verification budget reached
General,Directors found guilty of wrongful trading can be ordered to contribute personally to the company's assets under Section 214 of the Insolvency Act 1986.,manual_review,,Confirm against an authoritative UK source (GOV.UK / The Insolvency Service / legislation.gov.uk / Companies House): Directors found guilty of wrongful trading can be ordered to contribute personally to the company's assets under Section 214 of the Insolvency Act 1986.. Return the exact quote and the official URL.,skipped: per-run verification budget reached
General,Directors disqualified for wrongful trading may face periods of 2 to 15 years under the Company Directors Disqualification Act 1986.,manual_review,,Confirm against an authoritative UK source (GOV.UK / The Insolvency Service / legislation.gov.uk / Companies House): Directors disqualified for wrongful trading may face periods of 2 to 15 years under the Company Directors Disqualification Act 1986.. Return the exact quote and the official URL.,skipped: per-run verification budget reached
Members' Voluntary Liquidation,Section 216 of the Insolvency Act 1986 prohibits directors of liquidated companies from being involved with another company using a 'prohibited name' for five years.,manual_review,,Confirm against an authoritative UK source (GOV.UK / The Insolvency Service / legislation.gov.uk / Companies House): Section 216 of the Insolvency Act 1986 prohibits directors of liquidated companies from being involved with another company using a 'prohibited name' for five years.. Return the exact quote and the official URL.,skipped: per-run verification budget reached
Members' Voluntary Liquidation,Breaching Section 216 of the Insolvency Act 1986 (prohibited name use) can result in imprisonment and/or a fine.,manual_review,,Confirm against an authoritative UK source (GOV.UK / The Insolvency Service / legislation.gov.uk / Companies House): Breaching Section 216 of the Insolvency Act 1986 (prohibited name use) can result in imprisonment and/or a fine.. Return the exact quote and the official URL.,skipped: per-run verification budget reached
Members' Voluntary Liquidation,Section 217 of the Insolvency Act 1986 can make directors personally liable for the debts of a new company using a prohibited name.,manual_review,,Confirm against an authoritative UK source (GOV.UK / The Insolvency Service / legislation.gov.uk / Companies House): Section 217 of the Insolvency Act 1986 can make directors personally liable for the debts of a new company using a prohibited name.. Return the exact quote and the official URL.,skipped: per-run verification budget reached
General,The Company Directors Disqualification Act 1986 can disqualify directors for periods of 2 to 15 years for unfit conduct.,manual_review,,Confirm against an authoritative UK source (GOV.UK / The Insolvency Service / legislation.gov.uk / Companies House): The Company Directors Disqualification Act 1986 can disqualify directors for periods of 2 to 15 years for unfit conduct.. Return the exact quote and the official URL.,skipped: per-run verification budget reached
The Insolvency Service,The Insolvency Service can seek compensation orders against disqualified directors to pay for losses to creditors.,manual_review,,Confirm against an authoritative UK source (GOV.UK / The Insolvency Service / legislation.gov.uk / Companies House): The Insolvency Service can seek compensation orders against disqualified directors to pay for losses to creditors.. Return the exact quote and the official URL.,skipped: per-run verification budget reached
General,"Acting as a director while disqualified is a criminal offence, potentially carrying imprisonment of up to two years and/or a fine.",manual_review,,"Confirm against an authoritative UK source (GOV.UK / The Insolvency Service / legislation.gov.uk / Companies House): Acting as a director while disqualified is a criminal offence, potentially carrying imprisonment of up to two years and/or a fine.. Return the exact quote and the official URL.",skipped: per-run verification budget reached
Members' Voluntary Liquidation,"The cost of a straightforward MVL can range from £995 + VAT and expenses to £3,000 + VAT.",manual_review,,"Confirm against an authoritative UK source (GOV.UK / The Insolvency Service / legislation.gov.uk / Companies House): The cost of a straightforward MVL can range from £995 + VAT and expenses to £3,000 + VAT.. Return the exact quote and the official URL.",skipped: per-run verification budget reached
Members' Voluntary Liquidation,"More complex MVLs, involving physical assets or outstanding liabilities, can incur fees ranging from £1,995 to £6,000 + VAT and expenses.",manual_review,,"Confirm against an authoritative UK source (GOV.UK / The Insolvency Service / legislation.gov.uk / Companies House): More complex MVLs, involving physical assets or outstanding liabilities, can incur fees ranging from £1,995 to £6,000 + VAT and expenses.. Return the exact quote and the official URL.",skipped: per-run verification budget reached
Members' Voluntary Liquidation,"Factors influencing MVL costs include complexity of assets, number of directors/shareholders, outstanding liabilities, HMRC tax claims, and property transfers.",manual_review,,"Confirm against an authoritative UK source (GOV.UK / The Insolvency Service / legislation.gov.uk / Companies House): Factors influencing MVL costs include complexity of assets, number of directors/shareholders, outstanding liabilities, HMRC tax claims, and property transfers.. Return the exact quote and the official URL.",skipped: per-run verification budget reached
Members' Voluntary Liquidation,"MVL fees are comprised of the Liquidator's professional fees and disbursements, such as statutory advertising and the liquidator's insurance bond.",manual_review,,"Confirm against an authoritative UK source (GOV.UK / The Insolvency Service / legislation.gov.uk / Companies House): MVL fees are comprised of the Liquidator's professional fees and disbursements, such as statutory advertising and the liquidator's insurance bond.. Return the exact quote and the official URL.",skipped: per-run verification budget reached
Members' Voluntary Liquidation,"The costs of an MVL are paid out of the company's assets, not by the directors personally.",manual_review,,"Confirm against an authoritative UK source (GOV.UK / The Insolvency Service / legislation.gov.uk / Companies House): The costs of an MVL are paid out of the company's assets, not by the directors personally.. Return the exact quote and the official URL.",skipped: per-run verification budget reached
Companies House,A voluntary strike-off application to Companies House costs £8 online or £44 by post.,manual_review,,Confirm against an authoritative UK source (GOV.UK / The Insolvency Service / legislation.gov.uk / Companies House): A voluntary strike-off application to Companies House costs £8 online or £44 by post.. Return the exact quote and the official URL.,skipped: per-run verification budget reached
Companies House,"For a company to be eligible for strike-off, it must not have traded, sold stock, changed its name, or been threatened with liquidation in the last three months.",manual_review,,"Confirm against an authoritative UK source (GOV.UK / The Insolvency Service / legislation.gov.uk / Companies House): For a company to be eligible for strike-off, it must not have traded, sold stock, changed its name, or been threatened with liquidation in the last three months.. Return the exact quote and the official URL.",skipped: per-run verification budget reached
Companies House,"If a company is dissolved with undistributed assets, these assets may pass to the Crown as bona vacantia.",manual_review,,"Confirm against an authoritative UK source (GOV.UK / The Insolvency Service / legislation.gov.uk / Companies House): If a company is dissolved with undistributed assets, these assets may pass to the Crown as bona vacantia.. Return the exact quote and the official URL.",skipped: per-run verification budget reached
Members' Voluntary Liquidation,"If a company is insolvent, it must convert an MVL to a Creditors' Voluntary Liquidation (CVL).",manual_review,,"Confirm against an authoritative UK source (GOV.UK / The Insolvency Service / legislation.gov.uk / Companies House): If a company is insolvent, it must convert an MVL to a Creditors' Voluntary Liquidation (CVL).. Return the exact quote and the official URL.",skipped: per-run verification budget reached
Members' Voluntary Liquidation,"The Declaration of Solvency requires directors to include pending tax returns, potential warranty claims, dilapidation provisions, and any deferred consideration from past transactions.",manual_review,,"Confirm against an authoritative UK source (GOV.UK / The Insolvency Service / legislation.gov.uk / Companies House): The Declaration of Solvency requires directors to include pending tax returns, potential warranty claims, dilapidation provisions, and any deferred consideration from past transactions.. Return the exact quote and the official URL.",skipped: per-run verification budget reached
Members' Voluntary Liquidation,Directors must include contingent and prospective liabilities when assessing the company's balance sheet for the Declaration of Solvency.,manual_review,,Confirm against an authoritative UK source (GOV.UK / The Insolvency Service / legislation.gov.uk / Companies House): Directors must include contingent and prospective liabilities when assessing the company's balance sheet for the Declaration of Solvency.. Return the exact quote and the official URL.,skipped: per-run verification budget reached
Members' Voluntary Liquidation,"The MVL process must include obtaining formal clearance from HMRC regarding PAYE, VAT, and Corporation Tax.",manual_review,,"Confirm against an authoritative UK source (GOV.UK / The Insolvency Service / legislation.gov.uk / Companies House): The MVL process must include obtaining formal clearance from HMRC regarding PAYE, VAT, and Corporation Tax.. Return the exact quote and the official URL.",skipped: per-run verification budget reached
Members' Voluntary Liquidation,"In an MVL, directors have a duty to cooperate fully with the liquidator, providing requested documents and information under Section 235 of the Insolvency Act 1986.",manual_review,,"Confirm against an authoritative UK source (GOV.UK / The Insolvency Service / legislation.gov.uk / Companies House): In an MVL, directors have a duty to cooperate fully with the liquidator, providing requested documents and information under Section 235 of the Insolvency Act 1986.. Return the exact quote and the official URL.",skipped: per-run verification budget reached
